Residência,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Total,CIR
BONFIM,0,0,0,1,0,0,2,1,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31017
SAO JOAQUIM DE BICAS,0,2,0,0,0,0,0,1,0,1,1,2,1,0,1,0,0,0,10,13,5,5,3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,50,31017
ESMERALDAS,0,1,1,8,2,4,2,3,3,5,3,9,6,6,1,6,5,3,5,5,4,4,6,2,6,1,2,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,109,31017
IGARAPE,2,1,1,1,1,2,1,0,0,0,1,2,2,1,1,5,10,8,17,12,5,4,4,2,5,9,2,3,2,4,9,2,0,0,0,1,0,1,1,2,2,0,0,126,31017
BRUMADINHO,3,1,1,0,2,3,0,1,4,3,3,5,2,2,2,0,3,2,1,3,0,2,2,1,4,0,1,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,0,58,31017
PIEDADE DOS GERAIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31017
CONTAGEM,6,20,33,66,136,153,138,224,253,357,359,364,312,364,273,363,290,230,155,148,127,76,88,62,57,49,38,26,16,11,15,10,8,5,12,8,3,4,5,5,0,0,0,4869,31018
IBIRITE,3,9,7,1,22,21,19,7,13,10,10,19,9,10,18,9,8,11,7,2,6,2,13,6,6,3,8,3,3,2,1,0,4,3,1,1,1,0,0,1,0,0,0,279,31018
SARZEDO,16,1,6,1,3,1,2,2,4,5,6,10,3,7,3,11,2,7,4,6,2,9,15,10,6,4,3,3,2,1,4,5,0,0,6,2,2,1,1,1,5,1,0,183,31018
TRES MARIAS,0,1,0,1,1,23,7,28,23,3,2,1,1,4,2,2,1,3,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,31019
SANTO HIPOLITO,4,11,15,24,56,50,52,65,44,17,23,9,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,31019
BUENOPOLIS,0,1,0,1,1,0,0,10,8,7,5,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,31019
AUGUSTO DE LIMA,0,0,0,1,2,0,3,0,0,2,6,5,9,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31019
CORINTO,0,0,0,1,4,3,11,17,8,24,31,27,17,12,3,3,6,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,31019
FELIXLANDIA,0,0,0,3,3,12,6,13,27,36,30,13,13,14,9,22,18,19,17,22,20,17,19,13,13,5,5,3,6,6,6,1,1,0,0,1,0,1,0,0,0,0,0,394,31019
CURVELO,2,0,4,5,2,3,3,12,5,15,11,3,4,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,0,0,0,0,0,86,31019
PRESIDENTE JUSCELINO,0,0,1,0,0,1,1,2,2,0,1,0,0,1,2,0,1,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31019
MONJOLOS,0,0,2,0,2,2,2,1,0,0,4,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31019
INIMUTABA,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31019
MORRO DA GARCA,0,0,0,0,0,0,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31019
VIRGINOPOLIS,0,0,3,0,1,1,1,1,4,6,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,31020
SENHORA DO PORTO,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31020
DORES DE GUANHAES,1,2,0,2,8,1,7,10,3,3,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,31020
GUANHAES,1,0,2,4,3,0,4,4,8,10,27,11,5,6,6,1,1,2,3,0,1,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,106,31020
DOM JOAQUIM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31020
SABINOPOLIS,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,31020
MATERLANDIA,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31020
CARMESIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31020
SANTA MARIA DE ITABIRA,1,2,0,1,0,1,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31021
SANTA BARBARA,7,13,9,9,2,3,2,5,1,1,4,1,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,31021
FERROS,1,0,1,0,1,3,2,3,2,1,2,1,0,1,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31021
SANTO ANTONIO DO RIO ABAIXO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31021
SAO GONCALO DO RIO ABAIXO,0,0,0,0,0,0,0,1,1,7,5,2,4,3,6,3,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31021
ITABIRA,10,44,40,16,30,29,27,15,32,12,4,16,16,17,13,14,23,16,28,24,13,7,9,11,2,5,0,1,1,0,0,0,8,0,0,0,0,1,1,0,0,0,1,486,31021
SAO SEBASTIAO DO RIO PRETO,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31021
MORRO DO PILAR,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31021
BOM JESUS DO AMPARO,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31021
PASSABEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31021
CATAS ALTAS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31021
BARAO DE COCAIS,0,0,0,1,1,1,0,0,2,4,1,0,2,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31021
OURO PRETO,0,1,0,2,0,0,2,3,2,4,1,2,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31022
MARIANA,2,1,1,1,0,2,4,4,3,8,7,7,8,10,9,10,8,4,5,6,2,4,0,2,0,1,0,3,0,2,0,0,0,1,0,0,1,1,0,0,2,0,0,119,31022
ITABIRITO,0,1,0,0,0,1,0,2,2,0,1,1,1,3,2,2,2,0,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,31022
RIO PIRACICABA,0,1,1,0,1,3,3,6,5,4,2,6,2,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31023
BELA VISTA DE MINAS,0,1,0,4,2,3,4,16,2,5,1,2,5,3,5,2,0,0,7,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,31023
JOAO MONLEVADE,1,14,15,67,126,169,128,174,164,179,257,251,181,92,62,30,41,21,18,12,12,14,4,4,1,0,2,0,0,0,0,2,3,2,1,0,0,1,0,2,1,0,0,2051,31023
SAO DOMINGOS DO PRATA,1,1,1,10,22,21,38,66,52,56,40,14,6,11,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,31023
NOVA ERA,0,1,10,6,10,67,49,59,31,27,18,7,7,7,6,9,4,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,31023
PAINEIRAS,0,0,0,0,1,0,0,0,1,0,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31024
MARAVILHAS,0,1,0,0,0,1,1,8,10,20,13,4,0,2,4,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,31024
CAETANOPOLIS,2,1,6,7,11,23,27,43,64,56,67,69,63,74,64,29,55,34,23,26,10,4,8,2,3,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,780,31024
JEQUITIBA,0,0,0,0,4,3,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31024
PEQUI,0,0,0,0,0,0,0,0,0,0,0,7,15,23,20,21,24,39,19,17,11,9,14,10,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,31024
POMPEU,0,2,0,1,1,1,1,9,10,5,24,18,4,1,6,4,0,0,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,115,31024
BIQUINHAS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31024
FUNILANDIA,13,28,46,52,95,58,22,21,42,31,20,15,5,7,2,2,0,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,31024
CEDRO DO ABAETE,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31024
SETE LAGOAS,395,846,981,1834,2540,2192,2112,2585,1971,1597,1192,860,556,462,307,225,139,82,86,39,48,13,13,7,10,30,13,8,8,2,4,3,4,2,2,5,5,4,6,6,6,2,0,21202,31024
MORADA NOVA DE MINAS,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31024
CORDISBURGO,0,0,1,1,2,1,3,2,5,9,14,2,3,2,10,22,42,23,21,20,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,31024
INHAUMA,1,1,9,9,21,26,26,33,0,4,57,71,43,36,37,19,5,3,1,3,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,31024
SANTANA DE PIRAPAMA,0,4,8,31,59,70,93,67,42,13,56,29,13,4,4,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,504,31024
BALDIM,1,1,0,17,14,14,3,21,24,16,25,32,40,37,28,17,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,31024
PARAOPEBA,9,13,14,34,18,63,32,53,71,82,50,54,31,37,19,19,20,15,15,9,11,2,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,682,31024
CAPIM BRANCO,1,1,0,4,2,5,0,2,1,2,0,5,2,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31024
CACHOEIRA DA PRATA,1,2,10,15,37,34,30,52,31,11,25,18,7,6,1,8,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,295,31024
QUARTEL GERAL,1,1,0,0,0,0,2,2,4,5,8,5,5,8,16,17,29,12,8,15,16,7,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,31024
ABAETE,0,0,0,3,15,32,46,114,218,263,299,262,145,174,127,84,31,35,15,9,15,9,8,0,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1913,31024
ARACAI,0,1,0,1,0,3,2,1,5,7,7,7,15,10,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,31024
PAPAGAIOS,1,2,8,8,9,1,11,39,67,35,10,13,4,3,5,7,5,4,4,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,31024
PRUDENTE DE MORAIS,5,6,1,6,7,9,12,7,11,11,15,7,10,5,5,4,3,0,3,3,5,0,0,0,0,2,1,1,0,0,1,1,0,1,0,1,0,1,0,3,0,0,0,147,31024
FORTUNA DE MINAS,3,3,19,74,143,123,121,113,67,39,63,17,8,9,11,13,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,833,31024
LAGOA SANTA,3,3,3,4,1,1,1,4,12,12,22,43,18,34,40,40,46,45,18,18,28,15,9,4,18,5,9,51,0,1,4,2,2,3,1,0,1,4,0,0,0,0,0,525,31025
SAO JOSE DA LAPA,0,3,3,4,4,5,1,4,2,4,9,2,2,1,0,3,5,7,2,8,4,1,1,2,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,83,31025
CONFINS,0,0,0,0,0,2,0,2,2,0,1,4,2,12,4,5,7,0,4,0,0,0,0,0,0,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,31025
SANTANA DO RIACHO,0,0,0,0,5,2,6,5,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31025
PEDRO LEOPOLDO,1,2,1,7,9,9,5,25,35,30,54,55,46,31,12,19,30,8,26,13,13,9,8,3,8,2,12,25,10,0,1,0,0,3,0,0,0,0,0,0,0,0,0,512,31025
VESPASIANO,5,7,10,14,6,7,6,11,5,5,6,4,5,5,6,3,11,1,4,2,3,0,4,3,2,0,3,1,1,1,2,0,0,0,0,0,2,0,2,0,0,0,0,147,31025
MATOZINHOS,4,10,30,71,127,116,178,172,190,169,182,114,62,35,100,20,35,31,49,7,4,9,3,5,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1731,31025
COLUNA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31026
SAO GONCALO DO RIO PRETO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31026
GOUVEIA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31026
COUTO DE MAGALHAES DE MINAS,0,0,0,0,0,2,5,31,27,40,23,28,43,35,22,14,10,7,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,31026
FELICIO DOS SANTOS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31026
ITAMARANDIBA,0,3,0,1,0,1,0,0,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31026
CARBONITA,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31026
DATAS,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31026
PRESIDENTE KUBITSCHEK,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31026
DIAMANTINA,0,1,8,7,7,5,14,22,9,11,8,10,17,32,11,6,1,10,3,0,3,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,191,31026
CHAPADA DO NORTE,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31027
ARICANDUVA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31027
CAPELINHA,0,0,0,0,0,2,1,3,3,5,6,2,4,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,38,31027
LEME DO PRADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31027
VEREDINHA,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31027
MINAS NOVAS,21,0,5,2,6,0,3,0,1,1,1,1,0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31027
TURMALINA,2,4,7,8,25,16,41,36,18,36,22,24,37,46,34,10,13,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,31027
BOM DESPACHO,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,3,0,2,2,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,1,0,2,0,1,0,27,31028
SERRA DA SAUDADE,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31028
ESTRELA DO INDAIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31028
DORES DO INDAIA,0,0,0,0,0,0,0,0,1,0,0,3,1,2,2,5,3,1,1,0,2,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,31028
LUZ,0,0,0,0,0,1,0,3,4,1,4,2,8,30,102,176,158,166,157,135,115,37,7,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,31028
MARTINHO CAMPOS,0,0,1,2,0,1,0,13,4,22,19,20,50,113,114,133,115,61,105,69,49,22,26,14,31,12,4,1,4,3,5,4,2,1,5,1,0,1,3,0,2,0,0,1032,31028
BAMBUI,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31030
IGUATAMA,0,2,0,0,0,0,1,4,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31030
CORREGO DANTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31030
FORMIGA,8,11,15,35,23,32,66,92,106,62,28,115,19,0,5,1,1,1,3,4,2,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,637,31030
CORREGO FUNDO,0,0,1,1,0,0,5,3,2,2,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,31030
MEDEIROS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,31030
PAINS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31030
ITAUNA,6,7,7,13,21,25,23,34,21,34,32,19,12,37,46,25,1,2,4,6,2,2,3,1,3,0,0,1,1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,394,31031
ITAGUARA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31031
ITATIAIUCU,0,0,0,0,2,1,0,0,0,0,3,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31031
PIRACEMA,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31031
PITANGUI,0,0,0,2,2,3,1,5,8,1,9,6,8,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,31032
LEANDRO FERREIRA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31032
NOVA SERRANA,1,2,0,0,1,3,4,12,5,7,10,6,3,1,5,3,3,2,5,3,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,83,31032
PARA DE MINAS,6,18,12,27,17,49,41,115,103,233,123,148,170,116,99,150,110,169,212,116,96,46,60,37,22,15,12,6,3,5,2,2,1,0,6,2,3,3,2,0,0,0,0,2357,31032
SAO JOSE DA VARGINHA,0,0,0,0,2,0,3,2,0,0,0,1,1,0,1,1,2,1,4,0,0,3,0,0,0,6,0,9,0,3,0,0,1,1,0,0,0,0,0,0,1,2,0,44,31032
CONCEICAO DO PARA,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31032
ONCA DE PITANGUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31032
IGARATINGA,0,0,0,0,0,1,0,0,2,2,0,1,0,1,2,1,8,4,5,5,3,6,9,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,31032
VERMELHO NOVO,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31034
PIEDADE DE CARATINGA,0,0,0,0,0,1,1,1,0,0,0,4,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31034
SANTA BARBARA DO LESTE,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31034
ENTRE FOLHAS,0,1,0,2,3,4,1,5,5,7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31034
CARATINGA,2,11,10,10,14,47,210,104,126,31,29,84,34,10,11,3,3,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,31034
IMBE DE MINAS,0,0,0,0,1,0,0,3,1,1,0,0,3,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31034
BOM JESUS DO GALHO,8,18,18,51,64,47,34,69,44,15,16,16,9,11,3,13,14,6,5,7,8,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,487,31034
SANTA RITA DE MINAS,0,0,1,1,1,0,1,0,0,0,9,5,5,9,10,6,5,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,31034
INHAPIM,5,8,24,59,44,126,112,241,237,222,194,90,45,45,26,18,15,10,6,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1535,31034
SAO SEBASTIAO DO ANTA,0,1,1,0,4,3,3,13,23,8,4,15,1,0,17,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,31034
UBAPORANGA,0,2,0,3,3,4,9,10,12,16,3,5,2,3,5,3,5,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,31034
VARGEM ALEGRE,44,50,58,108,117,53,16,29,28,11,4,8,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,31034
SAO DOMINGOS DAS DORES,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31034
